Lp,Poziom,Tom,Rozdział,Jednostka,Nazwa paczki,Słowo ENG,Tłumaczenie PL,Zdanie ENG,Zdanie PL
207,1,Tom I,Rozdział III,Rzeczowniki,Człowiek,Last name,Nazwisko,What's your last name?,Jakie jest twoje nazwisko?
208,1,Tom I,Rozdział III,Rzeczowniki,Człowiek,Friend,Przyjaciel,She's my best friend.,Ona jest moją najlepszą przyjaciółką.
209,1,Tom I,Rozdział III,Rzeczowniki,Człowiek,Age,Wiek,Age is just a number.,Wiek to tylko liczba.
210,1,Tom I,Rozdział III,Rzeczowniki,Człowiek,Health,Zdrowie,Take care of your health.,Dbaj o swoje zdrowie.
211,1,Tom I,Rozdział III,Liczby,W skali 1-10,One,Raz; jeden,Rate it from one to ten.,Oceń to od jednego do dziesięciu.
212,1,Tom I,Rozdział III,Liczby,W skali 1-10,Two,Dwa,Give me two minutes.,Daj mi dwie minuty.
213,1,Tom I,Rozdział III,Liczby,W skali 1-10,Three,Trzy,Count to three.,Policz do trzech.
214,1,Tom I,Rozdział III,Liczby,W skali 1-10,Four,Cztery,There are four of us.,Jest nas czworo.
215,1,Tom I,Rozdział III,Liczby,W skali 1-10,Five,Pięć,It's five o'clock.,Jest piąta.
216,1,Tom I,Rozdział III,Liczby,W skali 1-10,Six,Sześć,We meet at six.,Spotykamy się o szóstej.
217,1,Tom I,Rozdział III,Liczby,W skali 1-10,Seven,Siedem,Lucky number seven.,Szczęśliwa siódemka.
218,1,Tom I,Rozdział III,Liczby,W skali 1-10,Eight,Osiem,The store opens at eight.,Sklep otwiera się o ósmej.
219,1,Tom I,Rozdział III,Liczby,W skali 1-10,Nine,Dziewięć,Nine out of ten agree.,Dziewięciu na dziesięciu się zgadza.
220,1,Tom I,Rozdział III,Liczby,W skali 1-10,Zero,Zero,The score is zero.,Wynik to zero.
221,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Brother,Brat,My brother lives abroad.,Mój brat mieszka za granicą.
222,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Daughter,Córka,My daughter starts school soon.,Moja córka wkrótce zaczyna szkołę.
223,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Children,Dzieci,They have three children.,Mają troje dzieci.
224,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Child,Dziecko,Every child deserves love.,Każde dziecko zasługuje na miłość.
225,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Mother,Matka,My mother taught me everything.,Moja matka nauczyła mnie wszystkiego.
226,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Husband,Mąż,Her husband is a doctor.,Jej mąż jest lekarzem.
227,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Father,Ojciec,My father worked hard.,Mój ojciec ciężko pracował.
228,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Family,Rodzina,Family always comes first.,Rodzina zawsze jest najważniejsza.
229,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Son,Syn,Their son just graduated.,Ich syn właśnie skończył szkołę.
230,1,Tom I,Rozdział III,Rzeczowniki,Rodzina,Wife,Żona,His wife is very kind.,Jego żona jest bardzo miła.
231,1,Tom I,Rozdział III,Slang,Slang 3,For real,"Serio, serio",Are you serious? For real?,Mówisz poważnie? Serio?
232,1,Tom I,Rozdział III,Slang,Slang 3,Lame,Lipa ,That excuse is so lame.,Ta wymówka jest taka słaba.
233,1,Tom I,Rozdział III,Slang,Slang 3,Pal,Kumpel,"Thanks, pal!","Dzięki, kumplu!"
234,1,Tom I,Rozdział III,Slang,Slang 3,Y'all,Siema wszyscy,Y'all should come over.,"Powinniście wpaść, wszyscy."
235,1,Tom I,Rozdział III,Slang,Slang 3,Smartass,Mądrala; czasami bystrzacha,Don't be a smartass.,Nie bądź mądralą.
236,1,Tom I,Rozdział III,Slang,Slang 3,Loser,Przegryw; frajer,Stop calling him a loser.,Przestań nazywać go przegrywem.
237,1,Tom I,Rozdział III,Slang,Slang 3,Player,Ostry zawodnik;,He's known as a player.,Jest znany jako ostry zawodnik.
238,1,Tom I,Rozdział III,Slang,Slang 3,Cop,Gliniarz,A cop stopped my car.,Gliniarz zatrzymał mój samochód.
239,1,Tom I,Rozdział III,Slang,Slang 3,Crush,"Osoba, którą jesteś zauroczony",She's my new crush.,Ona jest moim nowym zauroczeniem.
240,1,Tom I,Rozdział III,Slang,Slang 3,Keep it real,Bądź sobą,"Just keep it real, always.",Po prostu zawsze bądź sobą.
241,1,Tom I,Rozdział III,Rzeczowniki,Dom,Desk,Biurko,My desk is a mess.,Moje biurko jest w bałaganie.
242,1,Tom I,Rozdział III,Rzeczowniki,Dom,Home,Dom (miejsce zamieszkania),There's no place like home.,Nie ma to jak w domu.
243,1,Tom I,Rozdział III,Rzeczowniki,Dom,Door,Drzwi,Someone's at the door.,Ktoś jest przy drzwiach.
244,1,Tom I,Rozdział III,Rzeczowniki,Dom,Key,Klucz,I lost my house key.,Zgubiłem klucz do domu.
245,1,Tom I,Rozdział III,Rzeczowniki,Dom,Window,Okno,Open the window a bit.,Otwórz trochę okno.
246,1,Tom I,Rozdział III,Rzeczowniki,Dom,Table,Stół,Put it on the table.,Połóż to na stole.
247,1,Tom I,Rozdział III,Rzeczowniki,Dom,Light,Światło,Turn off the light.,Zgaś światło.
248,1,Tom I,Rozdział III,Rzeczowniki,Dom,Tub,Wanna,Fill up the tub.,Napełnij wannę.
249,1,Tom I,Rozdział III,Rzeczowniki,Dom,Lighter,Zapalniczka,Do you have a lighter?,Masz zapalniczkę?
250,1,Tom I,Rozdział III,Rzeczowniki,Dom,Clock,Zegar,The clock stopped working.,Zegar przestał działać.
251,1,Tom I,Rozdział III,Przymiotniki,Miary,Heavy,Ciężki,This box is really heavy.,To pudełko jest naprawdę ciężkie.
252,1,Tom I,Rozdział III,Przymiotniki,Miary,Long,Długi,That was a long meeting.,To było długie spotkanie.
253,1,Tom I,Rozdział III,Przymiotniki,Miary,Big,Duży,This house is really big.,Ten dom jest naprawdę duży.
254,1,Tom I,Rozdział III,Przymiotniki,Miary,Short,Krótki; niski,My hair is quite short.,Moje włosy są dość krótkie.
255,1,Tom I,Rozdział III,Przymiotniki,Miary,Small,Mały (rozmiar),We live in a small flat.,Mieszkamy w małym mieszkaniu.
256,1,Tom I,Rozdział III,Przymiotniki,Miary,Little,Mały,"Just a little more, please.","Jeszcze trochę, proszę."
257,1,Tom I,Rozdział III,Przymiotniki,Miary,Soft,Miękki; gładki,This blanket is so soft.,Ten koc jest taki miękki.
258,1,Tom I,Rozdział III,Przymiotniki,Miary,Mini,Mini,I'll have the mini version.,Poproszę wersję mini.
259,1,Tom I,Rozdział III,Przymiotniki,Miary,Tall,Wysoki,He's taller than me.,On jest wyższy ode mnie.
260,1,Tom I,Rozdział III,Przymiotniki,Miary,High,Wysoki (np. wynik),The shelf is too high.,Półka jest za wysoko.
261,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Bread,Chleb,Fresh bread smells amazing.,Świeży chleb pachnie niesamowicie.
262,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Chocolate,Czekolada,I can't resist chocolate.,Nie mogę się oprzeć czekoladzie.
263,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Food,Jedzenie,The food here is great.,Jedzenie tutaj jest świetne.
264,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Ice cream,Lody,Let's get ice cream.,Chodźmy na lody.
265,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Butter,Masło,Spread some butter on it.,Posmaruj to masłem.
266,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Meat,Mięso,I don't eat much meat.,Nie jem dużo mięsa.
267,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Honey,Miód,Add a spoon of honey.,Dodaj łyżkę miodu.
268,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Rice,Ryż,Serve it with rice.,Podaj to z ryżem.
269,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Cheese,Ser,I love aged cheese.,Uwielbiam dojrzały ser.
270,1,Tom I,Rozdział III,Rzeczowniki,Jedzenie,Breakfast,Śniadanie,Breakfast is ready!,Śniadanie gotowe!
271,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,A few,Kilka ,I need a few more minutes.,Potrzebuję jeszcze kilku minut.
272,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Always,Zawsze,You're always welcome here.,Zawsze jesteś tu mile widziany.
273,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Another,Jeszcze jeden; kolejny; inny,Can I get another coffee?,Mogę prosić o jeszcze jedną kawę?
274,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Just,Tylko (zaledwie),It's just a small mistake.,To tylko mały błąd.
275,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Little,Mało (np. mleka),There's little time left.,Zostało mało czasu.
276,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Much,Dużo (np. kasy),Thank you so much.,Dziękuję bardzo.
277,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Many,Wiele (np. spraw),There are so many options.,Jest tak wiele opcji.
278,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Never,Nigdy,I never lie to you.,Nigdy cię nie okłamuję.
279,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Often,Często,We don't talk that often.,Nie rozmawiamy tak często.
280,1,Tom I,Rozdział III,Przysłówki,Czas to pieniądz,Very,Bardzo,That's very kind of you.,To bardzo miłe z twojej strony.
281,1,Tom I,Rozdział III,Rzeczowniki,Transport,Bus,Autobus,The bus is full.,Autobus jest pełny.
282,1,Tom I,Rozdział III,Rzeczowniki,Transport,Road,Droga,The road is smooth.,Droga jest gładka.
283,1,Tom I,Rozdział III,Rzeczowniki,Transport,Flight,Lot,My flight is early.,Mój lot jest wczesny.
284,1,Tom I,Rozdział III,Rzeczowniki,Transport,Airport,Lotnisko,We go to the airport.,Idziemy na lotnisko.
285,1,Tom I,Rozdział III,Rzeczowniki,Transport,Train,Pociąg,The train is fast.,Pociąg jest szybki.
286,1,Tom I,Rozdział III,Rzeczowniki,Transport,Subway,Metro,Take the subway.,Weź metro.
287,1,Tom I,Rozdział III,Rzeczowniki,Transport,Bike,Rower,My bike is red.,Mój rower jest czerwony.
288,1,Tom I,Rozdział III,Rzeczowniki,Transport,Car,Samochód,I drive a car.,Prowadzę samochód.
289,1,Tom I,Rozdział III,Rzeczowniki,Transport,Airplane,Samolot,The airplane is big.,Samolot jest duży.
290,1,Tom I,Rozdział III,Rzeczowniki,Transport,Ship,Statek,The ship sails.,Statek płynie.
291,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Head,Głowa,My head hurts.,Boli mnie głowa.
292,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Leg,Noga,I broke my leg.,Złamałem nogę.
293,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Nose,Nos,My nose is cold.,Mój nos jest zimny.
294,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Eye,Oko,Look in my eye.,Spójrz mi w oczy.
295,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Hand,Ręka,Raise your hand.,Podnieś rękę.
296,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Heart,Serce,My heart is happy.,Moje serce jest szczęśliwe.
297,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Face,Twarz,Wash your face.,Umyj sobie twarz.
298,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Ear,Ucho,I have an earache.,Boli mnie ucho.
299,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Mouth,Usta; buzia,Open your mouth.,Otwórz usta.
300,1,Tom I,Rozdział III,Rzeczowniki,Części ciała,Hair,Włosy,My hair is black.,Moje włosy są czarne.
301,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Ten,Dziesięć,Ten plus one.,Dziesięć plus jeden.
302,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Eleven,Jedenaście,Eleven players make a team.,Jedenastu zawodników tworzy drużynę.
303,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Twelve,Dwanaście,It's twelve o'clock.,Jest dwunasta.
304,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Thirteen,Trzynaście,Thirteen is my lucky number.,Trzynastka to moja szczęśliwa liczba.
305,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Fourteen,Czternaście,She turned fourteen today.,Ona skończyła dziś czternaście lat.
306,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Fifteen,Piętnaście,Fifteen minutes later.,Piętnaście minut później.
307,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Sixteen,Szesnaście,Sweet sixteen!,Słodka szesnastka!
308,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Seventeen,Siedemnaście,Room number seventeen.,Pokój numer siedemnaście.
309,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Eighteen,Osiemnaście,You're an adult at eighteen.,W wieku osiemnastu lat jesteś dorosły.
310,1,Tom I,Rodział IV,Liczby,Nie przestawaj liczyć!,Nineteen,Dziewiętnaście,She's nineteen next month.,Ona kończy dziewiętnaście lat w przyszłym miesiącu.
311,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Tissue,Chusteczka do nosa,Pass me a tissue.,Podaj mi chusteczkę.
312,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Comb,Grzebień,Where's my comb?,Gdzie jest mój grzebień?
313,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Soap,Mydło,Wash with soap.,Umyj się mydłem.
314,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Toilet paper,Papier toaletowy,We need more toilet paper.,Potrzebujemy więcej papieru toaletowego.
315,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Toothpaste,Pasta do zębów,Squeeze the toothpaste.,Wyciśnij pastę do zębów.
316,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Shower,Prysznic,I take a shower every morning.,Biorę prysznic każdego ranka.
317,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Towel,Ręcznik,Hand me a towel.,Podaj mi ręcznik.
318,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Shampoo,Szampon,This shampoo smells nice.,Ten szampon ładnie pachnie.
319,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Toothbrush,Szczoteczka do zębów,My toothbrush is blue.,Moja szczoteczka do zębów jest niebieska.
320,1,Tom I,Rodział IV,Rzeczowniki,Higiena I wygląd,Hairbrush,Szczotka do włosów,She lost her hairbrush.,Zgubiła swoją szczotkę do włosów.
321,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Hour,Godzina,One hour later.,Godzinę później.
322,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Minute,Minuta,Give me a minute.,Daj mi minutę.
323,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Night,Noc,"Good night, sleep well.","Dobranoc, śpij dobrze."
324,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Friday,Piątek,Friday is fun.,Piątek jest zabawny.
325,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Afternoon,Popołudnie,See you this afternoon.,Do zobaczenia po południu.
326,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Year,Rok,This year flew by.,Ten rok przeleciał szybko.
327,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Second,Sekunda,Just a second.,Chwileczkę.
328,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Week,Tydzień,I'll call you next week.,Zadzwonię do ciebie w przyszłym tygodniu.
329,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Weekend,Weekend,Any plans for the weekend?,Masz jakieś plany na weekend?
330,1,Tom I,Rodział IV,Rzeczowniki,Kalendarz I czas,Evening,Wieczór,We're free this evening.,Jesteśmy wolni dziś wieczorem.
331,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Rain,Deszcz,It's raining today.,Dzisiaj pada deszcz.
332,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Ice,Lód,The lake froze to ice.,Jezioro zamarzło na lód.
333,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Sky,Niebo,The sky turned orange.,Niebo zrobiło się pomarańczowe.
334,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Weather,Pogoda,Check the weather.,Sprawdź pogodę.
335,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Air,Powietrze,The air feels fresh.,Powietrze jest świeże.
336,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Sun,Słońce,The sun is bright.,Słońce jest jasne.
337,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Degree celsius,Stopień celsjusza,It's thirty degrees Celsius.,Jest trzydzieści stopni Celsjusza.
338,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Snow,Śnieg,It's snowing now.,Teraz pada śnieg.
339,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Temperature,Temperatura,The temperature is high.,Temperatura jest wysoka.
340,1,Tom I,Rodział IV,Rzeczowniki,Pogoda,Wind,Wiatr,The wind is cold.,Wiatr jest zimny.
341,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Horse,Koń,A horse runs fast.,Koń biega szybko.
342,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Cat,Kot,The cat is sleeping.,Kot śpi.
343,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Cow,Krowa,A cow eats grass.,Krowa je trawę.
344,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Butterfly,Motyl,Butterflies are pretty.,Motyle są ładne.
345,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Fly,Mucha,A fly buzzes.,Mucha brzęczy.
346,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Mouse,Mysz,I need a mouse.,Potrzebuję myszki.
347,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Spider,Pająk,A spider spins webs.,Pająk tka sieci.
348,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Dog,Pies,A dog is loyal.,Pies jest lojalny.
349,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Pig,Świnia,A pig is pink.,Świnia jest różowa.
350,1,Tom I,Rodział IV,Rzeczowniki,Zwierzęta,Animal,Zwierzę,An animal is alive.,Zwierzę żyje.
351,1,Tom I,Rodział IV,Slang,Slang 4,Ain't got no,Nie mam ,I ain't got no money.,Nie mam ani grosza.
352,1,Tom I,Rodział IV,Slang,Slang 4,Back in the day,Za starych czasów,"Back in the day, things were simple.",Za starych czasów było prościej.
353,1,Tom I,Rodział IV,Slang,Slang 4,Bet,Pewniaczek,You bet I will.,Możesz na tym polegać.
354,1,Tom I,Rodział IV,Slang,Slang 4,Keep it 100,Bądź autentyczny,Just keep it 100 with me.,Bądź ze mną szczery.
355,1,Tom I,Rodział IV,Slang,Slang 4,Ping me,Puść mi strzałę,Ping me when you land.,"Napisz do mnie, jak wylądujesz."
356,1,Tom I,Rodział IV,Slang,Slang 4,You dig?,Kumasz?,You dig?,Kumasz?
357,1,Tom I,Rodział IV,Slang,Slang 4,Gotta split,Muszę spadać,"I gotta split, see ya.","Muszę spadać, nara."
358,1,Tom I,Rodział IV,Slang,Slang 4,I can't even,Brak mi słów; aż mnie zatkało,I can't even deal with this.,Nie ogarniam tego w ogóle.
359,1,Tom I,Rodział IV,Slang,Slang 4,Seen,Widziałem; zrozumiałem,Just seen your message.,Właśnie widziałem twoją wiadomość.
360,1,Tom I,Rodział IV,Slang,Slang 4,You're telling me,Nawet mi nie mów,You're telling me!,Nawet mi nie mów!
361,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Empty,Pusty,The fridge is empty.,Lodówka jest pusta.
362,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Open,Otwarty,The shop is open.,Sklep jest otwarty.
363,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Closed,Zamknięty,"Sorry, we're closed.","Przepraszamy, jesteśmy zamknięci."
364,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Free,Bezpłatny,Entry is free today.,Wstęp jest dziś bezpłatny.
365,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Expensive,Drogi,This watch is expensive.,Ten zegarek jest drogi.
366,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Cheap,Tani,I found a cheap flight.,Znalazłem tani lot.
367,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Left,Lewy,Turn left at the corner.,Skręć w lewo na rogu.
368,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Right,Prawy,It's on your right.,To jest po twojej prawej.
369,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Dark,Ciemny,The room is dark.,Pokój jest ciemny.
370,1,Tom I,Rodział IV,Przymiotniki,Przymiotniki 2,Light,Jasny ,This color is very light.,Ten kolor jest bardzo jasny.
371,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Banana,Banan,I eat a banana for breakfast.,Jem banana na śniadanie.
372,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Lemon,Cytryna,Add a slice of lemon.,Dodaj plasterek cytryny.
373,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Apple,Jabłko,This apple is crunchy.,To jabłko jest chrupiące.
374,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Cucumber,Ogórek,This cucumber is fresh.,Ten ogórek jest świeży.
375,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Fruit,Owoc,Fresh fruit is good.,Świeże owoce są dobre.
376,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Pepper,Papryka,This pepper is spicy.,Ta papryka jest ostra.
377,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Orange,Pomarańcza,The orange is orange.,Pomarańcza jest pomarańczowa.
378,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Tomato,Pomidor,This tomato is red.,Ten pomidor jest czerwony.
379,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Vegetable,Warzywo,Eat your vegetables.,Jedz warzywa.
380,1,Tom I,Rodział IV,Rzeczowniki,Warzywa I owoce,Potato,Ziemniak,Potatoes are good.,Ziemniaki są dobre.
381,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Banknote,Banknot,This banknote is torn.,Ten banknot jest podarty.
382,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Budget,Budżet,My budget is small.,Mój budżet jest mały.
383,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Price,Cena,What's the price?,Jaka jest cena?
384,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Cash,Gotówka,Do you accept cash?,Przyjmujecie gotówkę?
385,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Debit card,Karta debetowa,I'll pay by debit card.,Zapłacę kartą debetową.
386,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Credit card,Karta kredytowa,My credit card expired.,Moja karta kredytowa straciła ważność.
387,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Account,Konto,I opened a new account.,Otworzyłem nowe konto.
388,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Credit,Kredyt,I bought it on credit.,Kupiłem to na kredyt.
389,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Salary,Pensja,My salary arrives on Friday.,Moja pensja przychodzi w piątek.
390,1,Tom I,Rodział IV,Rzeczowniki,Finanse,Money,Pieniądze,I need money.,Potrzebuję pieniędzy.
391,1,Tom I,Rodział IV,Maleństwa,"Mali, lecz ważni",But,Ale; lecz,"I'm tired, but happy.","Jestem zmęczony, ale szczęśliwy."
